id,gender,russian_form_1987,chechen_form_1987_normalized,source_status,canonical_today,auto_merge_people
ce-male-1987-070,male,Геха,Геха,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-071,male,Давлет,Давлат,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-072,male,Дата,Дата,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-073,male,Даккаш,Даккаш,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-074,male,Далгат,Далгад,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-075,male,Дауд,Дауд,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-076,male,Даурбек,Даурбек,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-077,male,Даша,Даша,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-078,male,Дени,Дени,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-079,male,Денильбек,Деналбек,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-080,male,Денисолта,Денисолта,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-081,male,Джабраил,Джабраьил,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-082,male,Джамалдин,Джамалди,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-083,male,Довтмирза,Довтмирза,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-084,male,Зайнди,Зайнди,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-085,male,Зайт,Зайт,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-086,male,Зайтмирза,Зайтмирза,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-087,male,Зака,Зака,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-088,male,Заур,Заур,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-089,male,Заурбек,Зойрбек,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-090,male,Зияуддин,Зияудди,ATTESTED_1987_REVIEW_REQUIRED,false,false
ce-male-1987-091,male,Зубаир,Зубайра,ATTESTED_1987_REVIEW_REQUIRED,false,false
